PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
24497320,Human bile contains microRNA-laden extracellular vesicles that can be used for cholangiocarcinoma diagnosis,"Li L, Masica D, Ishida M, Tomuleasa C, Umegaki S, Kalloo AN, Georgiades C, Singh VK, Khashab M, Amateau S, Li Z, Okolo P, Lennon AM, Saxena P, Geschwind JF, Schlachter T, Hong K, Pawlik TM, Canto M, Law J, Sharaiha R, Weiss CR, Thuluvath P, Goggins M, Shin EJ, Peng H, Kumbhari V, Hutfless S, Zhou L, Mezey E, Meltzer SJ, Karchin R, Selaru FM.",Hepatology. 2014 Sep;60(3):896-907. doi: 10.1002/hep.27050. Epub 2014 Jul 25.,Li L,Hepatology,2014,2014-02-06,PMC4121391,NIHMS571211,10.1002/hep.27050
25048299,Detecting disease variants in case-parent trio studies using the bioconductor software package trio,"Schwender H, Li Q, Neumann C, Taub MA, Younkin SG, Berger P, Scharpf RB, Beaty TH, Ruczinski I.",Genet Epidemiol. 2014 Sep;38(6):516-22. doi: 10.1002/gepi.21836. Epub 2014 Jul 21.,Schwender H,Genet Epidemiol,2014,2014-07-23,PMC4139708,NIHMS614685,10.1002/gepi.21836
25075209,Loss of nuclear PTEN in HCV-infected human hepatocytes,"Bao W, Florea L, Wu N, Wang Z, Banaudha K, Qian J, Houzet L, Kumar R, Kumar A.",Infect Agent Cancer. 2014 Jul 18;9:23. doi: 10.1186/1750-9378-9-23. eCollection 2014.,Bao W,Infect Agent Cancer,2014,2014-07-31,PMC4114100,,10.1186/1750-9378-9-23
25033408,Enhanced regulatory sequence prediction using gapped k-mer features,"Ghandi M, Lee D, Mohammad-Noori M, Beer MA.",PLoS Comput Biol. 2014 Jul 17;10(7):e1003711. doi: 10.1371/journal.pcbi.1003711. eCollection 2014 Jul.,Ghandi M,PLoS Comput Biol,2014,2014-07-18,PMC4102394,,10.1371/journal.pcbi.1003711
25007794,Copy number polymorphisms near SLC2A9 are associated with serum uric acid concentrations,"Scharpf RB, Mireles L, Yang Q, Köttgen A, Ruczinski I, Susztak K, Halper-Stromberg E, Tin A, Cristiano S, Chakravarti A, Boerwinkle E, Fox CS, Coresh J, Linda Kao WH.",BMC Genet. 2014 Jul 9;15:81. doi: 10.1186/1471-2156-15-81.,Scharpf RB,BMC Genet,2014,2014-07-11,PMC4118309,,10.1186/1471-2156-15-81
25061512,High-coverage sequencing and annotated assemblies of the budgerigar genome,"Ganapathy G, Howard JT, Ward JM, Li J, Li B, Li Y, Xiong Y, Zhang Y, Zhou S, Schwartz DC, Schatz M, Aboukhalil R, Fedrigo O, Bukovnik L, Wang T, Wray G, Rasolonjatovo I, Winer R, Knight JR, Koren S, Warren WC, Zhang G, Phillippy AM, Jarvis ED.",Gigascience. 2014 Jul 8;3:11. doi: 10.1186/2047-217X-3-11. eCollection 2014.,Ganapathy G,Gigascience,2014,2014-07-26,PMC4109783,,10.1186/2047-217X-3-11
,Corrigendum: Differential expression analysis of RNA-seq data at single-base resolution,"Frazee AC, Hansen KD, Leek JT, Sabunciyan S, Irizarry RA.",Biostatistics. 2014 Jul;15(3):584-5. doi: 10.1093/biostatistics/kxu022.,Frazee ACSabunciyan SIrizarry RA,Biostatistics,2014,,PMC4059467,,10.1093/biostatistics/kxu022
24952745,Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization,"Arking DE, Pulit SL, Crotti L, van der Harst P, Munroe PB, Koopmann TT, Sotoodehnia N, Rossin EJ, Morley M, Wang X, Johnson AD, Lundby A, Gudbjartsson DF, Noseworthy PA, Eijgelsheim M, Bradford Y, Tarasov KV, Dörr M, Müller-Nurasyid M, Lahtinen AM, Nolte IM, Smith AV, Bis JC, Isaacs A, Newhouse SJ, Evans DS, Post WS, Waggott D, Lyytikäinen LP, Hicks AA, Eisele L, Ellinghaus D, Hayward C, Navarro P, Ulivi S, Tanaka T, Tester DJ, Chatel S, Gustafsson S, Kumari M, Morris RW, Naluai ÅT, Padmanabhan S, Kluttig A, Strohmer B, Panayiotou AG, Torres M, Knoflach M, Hubacek JA, Slowikowski K, Raychaudhuri S, Kumar RD, Harris TB, Launer LJ, Shuldiner AR, Alonso A, Bader JS, Ehret G, Huang H, Kao WH, Strait JB, Macfarlane PW, Brown M, Caulfield MJ, Samani NJ, Kronenberg F, Willeit J; CARe Consortium; COGENT Consortium; Smith JG, Greiser KH, Meyer Zu Schwabedissen H, Werdan K, Carella M, Zelante L, Heckbert SR, Psaty BM, Rotter JI, Kolcic I, Polašek O, Wright AF, Griffin M, Daly MJ; DCCT/EDIC; Arnar DO, Hólm H, Thorsteinsdottir U; eMERGE Consortium; Denny JC, Roden DM, Zuvich RL, Emilsson V, Plump AS, Larson MG, O'Donnell CJ, Yin X, Bobbo M, D'Adamo AP, Iorio A, Sinagra G, et al.",Nat Genet. 2014 Aug;46(8):826-36. doi: 10.1038/ng.3014. Epub 2014 Jun 22.,Arking DE,Nat Genet,2014,2014-06-23,PMC4124521,NIHMS600569,10.1038/ng.3014
24951663,Sequencing of SCN5A identifies rare and common variants associated with cardiac conduction: Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium,"Magnani JW, Brody JA, Prins BP, Arking DE, Lin H, Yin X, Liu CT, Morrison AC, Zhang F, Spector TD, Alonso A, Bis JC, Heckbert SR, Lumley T, Sitlani CM, Cupples LA, Lubitz SA, Soliman EZ, Pulit SL, Newton-Cheh C, O'Donnell CJ, Ellinor PT, Benjamin EJ, Muzny DM, Gibbs RA, Santibanez J, Taylor HA, Rotter JI, Lange LA, Psaty BM, Jackson R, Rich SS, Boerwinkle E, Jamshidi Y, Sotoodehnia N; CHARGE Consortium; NHLBI Exome Sequencing Project (ESP); UK10K.",Circ Cardiovasc Genet. 2014 Jun;7(3):365-73. doi: 10.1161/CIRCGENETICS.113.000098.,Magnani JW,Circ Cardiovasc Genet,2014,2014-06-22,PMC4177904,NIHMS621236,10.1161/CIRCGENETICS.113.000098
24857694,An enhancer polymorphism at the cardiomyocyte intercalated disc protein NOS1AP locus is a major regulator of the QT interval,"Kapoor A, Sekar RB, Hansen NF, Fox-Talbot K, Morley M, Pihur V, Chatterjee S, Brandimarto J, Moravec CS, Pulit SL; QT Interval-International GWAS Consortium; Pfeufer A, Mullikin J, Ross M, Green ED, Bentley D, Newton-Cheh C, Boerwinkle E, Tomaselli GF, Cappola TP, Arking DE, Halushka MK, Chakravarti A.",Am J Hum Genet. 2014 Jun 5;94(6):854-69. doi: 10.1016/j.ajhg.2014.05.001. Epub 2014 May 22.,Kapoor A,Am J Hum Genet,2014,2014-05-27,PMC4121472,,10.1016/j.ajhg.2014.05.001
24823478,Characterization of the genomic architecture and mutational spectrum of a small cell prostate carcinoma,"Scott AF, Mohr DW, Ling H, Scharpf RB, Zhang P, Liptak GS.",Genes (Basel). 2014 May 12;5(2):366-84. doi: 10.3390/genes5020366.,Scott AF,Genes (Basel),2014,2014-05-15,PMC4094938,,10.3390/genes5020366
24805851,Transcriptome analysis reveals differential splicing events in IPF lung tissue,"Nance T, Smith KS, Anaya V, Richardson R, Ho L, Pala M, Mostafavi S, Battle A, Feghali-Bostwick C, Rosen G, Montgomery SB.",PLoS One. 2014 May 7;9(5):e97550. doi: 10.1371/journal.pone.0097550. eCollection 2014.,Nance T,PLoS One,2014,2014-05-09,PMC4013141,,10.1371/journal.pone.0097550
24793288,Whole exome sequencing of distant relatives in multiplex families implicates rare variants in candidate genes for oral clefts,"Bureau A, Parker MM, Ruczinski I, Taub MA, Marazita ML, Murray JC, Mangold E, Noethen MM, Ludwig KU, Hetmanski JB, Bailey-Wilson JE, Cropp CD, Li Q, Szymczak S, Albacha-Hejazi H, Alqosayer K, Field LL, Wu-Chou YH, Doheny KF, Ling H, Scott AF, Beaty TH.",Genetics. 2014 Jul;197(3):1039-44. doi: 10.1534/genetics.114.165225. Epub 2014 May 2.,Bureau A,Genetics,2014,2014-05-06,PMC4096358,,10.1534/genetics.114.165225
24747890,Genomic features of a bumble bee symbiont reflect its host environment,"Martinson VG, Magoc T, Koch H, Salzberg SL, Moran NA.",Appl Environ Microbiol. 2014 Jul;80(13):3793-803. doi: 10.1128/AEM.00322-14. Epub 2014 Apr 18.,Martinson VG,Appl Environ Microbiol,2014,2014-04-22,PMC4054214,,10.1128/AEM.00322-14
24694013,Hypermethylation in the ZBTB20 gene is associated with major depressive disorder,"Davies MN, Krause L, Bell JT, Gao F, Ward KJ, Wu H, Lu H, Liu Y, Tsai PC, Collier DA, Murphy T, Dempster E, Mill J; UK Brain Expression Consortium; Battle A, Mostafavi S, Zhu X, Henders A, Byrne E, Wray NR, Martin NG, Spector TD, Wang J.",Genome Biol. 2014 Apr 2;15(4):R56. doi: 10.1186/gb-2014-15-4-r56.,Davies MN,Genome Biol,2014,2014-04-04,PMC4072999,,10.1186/gb-2014-15-4-r56
24674868,Total synthesis of a functional designer eukaryotic chromosome,"Annaluru N, Muller H, Mitchell LA, Ramalingam S, Stracquadanio G, Richardson SM, Dymond JS, Kuang Z, Scheifele LZ, Cooper EM, Cai Y, Zeller K, Agmon N, Han JS, Hadjithomas M, Tullman J, Caravelli K, Cirelli K, Guo Z, London V, Yeluru A, Murugan S, Kandavelou K, Agier N, Fischer G, Yang K, Martin JA, Bilgel M, Bohutski P, Boulier KM, Capaldo BJ, Chang J, Charoen K, Choi WJ, Deng P, DiCarlo JE, Doong J, Dunn J, Feinberg JI, Fernandez C, Floria CE, Gladowski D, Hadidi P, Ishizuka I, Jabbari J, Lau CY, Lee PA, Li S, Lin D, Linder ME, Ling J, Liu J, Liu J, London M, Ma H, Mao J, McDade JE, McMillan A, Moore AM, Oh WC, Ouyang Y, Patel R, Paul M, Paulsen LC, Qiu J, Rhee A, Rubashkin MG, Soh IY, Sotuyo NE, Srinivas V, Suarez A, Wong A, Wong R, Xie WR, Xu Y, Yu AT, Koszul R, Bader JS, Boeke JD, Chandrasegaran S.",Science. 2014 Apr 4;344(6179):55-8. doi: 10.1126/science.1249252. Epub 2014 Mar 27.,Annaluru N,Science,2014,2014-03-29,PMC4033833,NIHMS581607,10.1126/science.1249252
24647608,Transcriptome analysis reveals differential splicing events in IPF lung tissue,"Nance T, Smith KS, Anaya V, Richardson R, Ho L, Pala M, Mostafavi S, Battle A, Feghali-Bostwick C, Rosen G, Montgomery SB.",PLoS One. 2014 Mar 19;9(3):e92111. doi: 10.1371/journal.pone.0092111. eCollection 2014.,Nance T,PLoS One,2014,2014-03-21,PMC3960165,,10.1371/journal.pone.0092111
24657795,Perinatal risk factors for severe injury in neonates treated with whole-body hypothermia for encephalopathy,"Wayock CP, Meserole RL, Saria S, Jennings JM, Huisman TA, Northington FJ, Graham EM.",Am J Obstet Gynecol. 2014 Jul;211(1):41.e1-8. doi: 10.1016/j.ajog.2014.03.033. Epub 2014 Mar 18.,Wayock CP,Am J Obstet Gynecol,2014,2014-03-25,PMC4809753,NIHMS768016,10.1016/j.ajog.2014.03.033
24614387,"The Vitamin D Antenatal Asthma Reduction Trial (VDAART): rationale, design, and methods of a randomized, controlled trial of vitamin D supplementation in pregnancy for the primary prevention of asthma and allergies in children","Litonjua AA, Lange NE, Carey VJ, Brown S, Laranjo N, Harshfield BJ, O'Connor GT, Sandel M, Strunk RC, Bacharier LB, Zeiger RS, Schatz M, Hollis BW, Weiss ST.",Contemp Clin Trials. 2014 May;38(1):37-50. doi: 10.1016/j.cct.2014.02.006. Epub 2014 Mar 12.,Litonjua AA,Contemp Clin Trials,2014,2014-03-12,PMC4086903,NIHMS574004,10.1016/j.cct.2014.02.006
24608116,PolyaPeak: detecting transcription factor binding sites from ChIP-seq using peak shape information,"Wu H, Ji H.",PLoS One. 2014 Mar 7;9(3):e89694. doi: 10.1371/journal.pone.0089694. eCollection 2014.,Wu H,PLoS One,2014,2014-03-11,PMC3946423,,10.1371/journal.pone.0089694
24647006,Decoding the massive genome of loblolly pine using haploid DNA and novel assembly strategies,"Neale DB, Wegrzyn JL, Stevens KA, Zimin AV, Puiu D, Crepeau MW, Cardeno C, Koriabine M, Holtz-Morris AE, Liechty JD, Martínez-García PJ, Vasquez-Gross HA, Lin BY, Zieve JJ, Dougherty WM, Fuentes-Soriano S, Wu LS, Gilbert D, Marçais G, Roberts M, Holt C, Yandell M, Davis JM, Smith KE, Dean JF, Lorenz WW, Whetten RW, Sederoff R, Wheeler N, McGuire PE, Main D, Loopstra CA, Mockaitis K, deJong PJ, Yorke JA, Salzberg SL, Langley CH.",Genome Biol. 2014 Mar 4;15(3):R59. doi: 10.1186/gb-2014-15-3-r59.,Neale DB,Genome Biol,2014,2014-03-21,PMC4053751,,10.1186/gb-2014-15-3-r59
24590176,Twist1-induced dissemination preserves epithelial identity and requires E-cadherin,"Shamir ER, Pappalardo E, Jorgens DM, Coutinho K, Tsai WT, Aziz K, Auer M, Tran PT, Bader JS, Ewald AJ.",J Cell Biol. 2014 Mar 3;204(5):839-56. doi: 10.1083/jcb.201306088.,Shamir ER,J Cell Biol,2014,2014-03-05,PMC3941052,,10.1083/jcb.201306088
24580807,Kraken: ultrafast metagenomic sequence classification using exact alignments,"Wood DE, Salzberg SL.",Genome Biol. 2014 Mar 3;15(3):R46. doi: 10.1186/gb-2014-15-3-r46.,Wood DE,Genome Biol,2014,2014-03-04,PMC4053813,,10.1186/gb-2014-15-3-r46
24653211,Unique features of the loblolly pine (Pinus taeda L.) megagenome revealed through sequence annotation,"Wegrzyn JL, Liechty JD, Stevens KA, Wu LS, Loopstra CA, Vasquez-Gross HA, Dougherty WM, Lin BY, Zieve JJ, Martínez-García PJ, Holt C, Yandell M, Zimin AV, Yorke JA, Crepeau MW, Puiu D, Salzberg SL, Dejong PJ, Mockaitis K, Main D, Langley CH, Neale DB.",Genetics. 2014 Mar;196(3):891-909. doi: 10.1534/genetics.113.159996.,Wegrzyn JL,Genetics,2014,2014-03-22,PMC3948814,,10.1534/genetics.113.159996
24653210,Sequencing and assembly of the 22-gb loblolly pine genome,"Zimin A, Stevens KA, Crepeau MW, Holtz-Morris A, Koriabine M, Marçais G, Puiu D, Roberts M, Wegrzyn JL, de Jong PJ, Neale DB, Salzberg SL, Yorke JA, Langley CH.",Genetics. 2014 Mar;196(3):875-90. doi: 10.1534/genetics.113.159715.,Zimin A,Genetics,2014,2014-03-22,PMC3948813,,10.1534/genetics.113.159715
24591663,Asthma in pregnancy: a hit for two,"Murphy VE, Schatz M.",Eur Respir Rev. 2014 Mar 1;23(131):64-8. doi: 10.1183/09059180.00008313.,Murphy VE,Eur Respir Rev,2014,2014-03-05,PMC9487268,,10.1183/09059180.00008313
24375697,DIAMUND: direct comparison of genomes to detect mutations,"Salzberg SL, Pertea M, Fahrner JA, Sobreira N.",Hum Mutat. 2014 Mar;35(3):283-8. doi: 10.1002/humu.22503.,Salzberg SL,Hum Mutat,2014,2013-12-31,PMC4031744,NIHMS579170,10.1002/humu.22503
24549847,Systems biology-based identification of Mycobacterium tuberculosis persistence genes in mouse lungs,"Dutta NK, Bandyopadhyay N, Veeramani B, Lamichhane G, Karakousis PC, Bader JS.",mBio. 2014 Feb 18;5(1):e01066-13. doi: 10.1128/mBio.01066-13.,Dutta NK,mBio,2014,2014-02-20,PMC3944818,,10.1128/mBio.01066-13
24528994,A genome-wide study of de novo deletions identifies a candidate locus for non-syndromic isolated cleft lip/palate risk,"Younkin SG, Scharpf RB, Schwender H, Parker MM, Scott AF, Marazita ML, Beaty TH, Ruczinski I.",BMC Genet. 2014 Feb 14;15:24. doi: 10.1186/1471-2156-15-24.,Younkin SG,BMC Genet,2014,2014-02-18,PMC3929298,,10.1186/1471-2156-15-24
24516586,Evidence of gene-environment interaction for two genes on chromosome 4 and environmental tobacco smoke in controlling the risk of nonsyndromic cleft palate,"Wu T, Schwender H, Ruczinski I, Murray JC, Marazita ML, Munger RG, Hetmanski JB, Parker MM, Wang P, Murray T, Taub M, Li S, Redett RJ, Fallin MD, Liang KY, Wu-Chou YH, Chong SS, Yeow V, Ye X, Wang H, Huang S, Jabs EW, Shi B, Wilcox AJ, Jee SH, Scott AF, Beaty TH.",PLoS One. 2014 Feb 6;9(2):e88088. doi: 10.1371/journal.pone.0088088. eCollection 2014.,Wu T,PLoS One,2014,2014-02-12,PMC3916361,,10.1371/journal.pone.0088088
24486271,Novel genetic markers associate with atrial fibrillation risk in Europeans and Japanese,"Lubitz SA, Lunetta KL, Lin H, Arking DE, Trompet S, Li G, Krijthe BP, Chasman DI, Barnard J, Kleber ME, Dörr M, Ozaki K, Smith AV, Müller-Nurasyid M, Walter S, Agarwal SK, Bis JC, Brody JA, Chen LY, Everett BM, Ford I, Franco OH, Harris TB, Hofman A, Kääb S, Mahida S, Kathiresan S, Kubo M, Launer LJ, MacFarlane PW, Magnani JW, McKnight B, McManus DD, Peters A, Psaty BM, Rose LM, Rotter JI, Silbernagel G, Smith JD, Sotoodehnia N, Stott DJ, Taylor KD, Tomaschitz A, Tsunoda T, Uitterlinden AG, Van Wagoner DR, Völker U, Völzke H, Murabito JM, Sinner MF, Gudnason V, Felix SB, März W, Chung M, Albert CM, Stricker BH, Tanaka T, Heckbert SR, Jukema JW, Alonso A, Benjamin EJ, Ellinor PT.",J Am Coll Cardiol. 2014 Apr 1;63(12):1200-1210. doi: 10.1016/j.jacc.2013.12.015. Epub 2014 Jan 30.,Lubitz SA,J Am Coll Cardiol,2014,2014-02-04,PMC4009240,NIHMS557940,10.1016/j.jacc.2013.12.015
24478339,Minfi: a flexible and comprehensive Bioconductor package for the analysis of Infinium DNA methylation microarrays,"Aryee MJ, Jaffe AE, Corrada-Bravo H, Ladd-Acosta C, Feinberg AP, Hansen KD, Irizarry RA.",Bioinformatics. 2014 May 15;30(10):1363-9. doi: 10.1093/bioinformatics/btu049. Epub 2014 Jan 28.,Aryee MJ,Bioinformatics,2014,2014-01-31,PMC4016708,,10.1093/bioinformatics/btu049
24418166,Common variation in fatty acid metabolic genes and risk of incident sudden cardiac arrest,"Lemaitre RN, Johnson CO, Hesselson S, Sotoodehnia N, McKnight B, Sitlani CM, Rea TD, King IB, Kwok PY, Mak A, Li G, Brody J, Larson E, Mozaffarian D, Psaty BM, Huertas-Vazquez A, Tardif JC, Albert CM, Lyytikäinen LP, Arking DE, Kääb S, Huikuri HV, Krijthe BP, Eijgelsheim M, Wang YA, Reinier K, Lehtimäki T, Pulit SL, Brugada R, Müller-Nurasyid M, Newton-Cheh CH, Karhunen PJ, Stricker BH, Goyette P, Rotter JI, Chugh SS, Chakravarti A, Jouven X, Siscovick DS.",Heart Rhythm. 2014 Mar;11(3):471-7. doi: 10.1016/j.hrthm.2014.01.008. Epub 2014 Jan 10.,Lemaitre RN,Heart Rhythm,2014,2014-01-15,PMC3966996,NIHMS562284,10.1016/j.hrthm.2014.01.008
24398039,Differential expression analysis of RNA-seq data at single-base resolution,"Frazee AC, Sabunciyan S, Hansen KD, Irizarry RA, Leek JT.",Biostatistics. 2014 Jul;15(3):413-26. doi: 10.1093/biostatistics/kxt053. Epub 2014 Jan 6.,Frazee AC,Biostatistics,2014,2014-01-09,PMC4059460,,10.1093/biostatistics/kxt053
25468217,"Whole genome de novo assemblies of three divergent strains of rice, Oryza sativa, document novel gene space of aus and indica","Schatz MC, Maron LG, Stein JC, Hernandez Wences A, Gurtowski J, Biggers E, Lee H, Kramer M, Antoniou E, Ghiban E, Wright MH, Chia JM, Ware D, McCouch SR, McCombie WR.",Genome Biol. 2014;15(11):506. doi: 10.1186/PREACCEPT-2784872521277375.,Schatz MC,Genome Biol,2014,2014-12-04,PMC4268812,,10.1186/PREACCEPT-2784872521277375
25398208,Lighter: fast and memory-efficient sequencing error correction without counting,"Song L, Florea L, Langmead B.",Genome Biol. 2014;15(11):509. doi: 10.1186/s13059-014-0509-9.,Song L,Genome Biol,2014,2014-11-16,PMC4248469,,10.1186/s13059-014-0509-9
,Antagonistic effects of MYC and hypoxia in channeling glucose and glutamine into de novo nucleotide biosynthesis,"Fan T, Le A, Stine Z, Yang Y, Zeller K, Zhou W, Ji H, Higashi R, Dang C, Lane A.",Cancer Metab. 2014 May 28;2(Suppl 1):O10. doi: 10.1186/2049-3002-2-S1-O10. eCollection 2014.,Fan T,Cancer Metab,2014,,PMC4073099,,10.1186/2049-3002-2-S1-O10
24237665,Genomic inference accurately predicts the timing and severity of a recent bottleneck in a nonmodel insect population,"McCoy RC, Garud NR, Kelley JL, Boggs CL, Petrov DA.",Mol Ecol. 2014 Jan;23(1):136-50. doi: 10.1111/mec.12591. Epub 2013 Dec 5.,McCoy RC,Mol Ecol,2014,2013-11-19,PMC4476905,NIHMS596711,10.1111/mec.12591
24253039,Mutational and structural analysis of the tandem zinc finger domain of tristetraprolin,"Lai WS, Perera L, Hicks SN, Blackshear PJ.",J Biol Chem. 2014 Jan 3;289(1):565-80. doi: 10.1074/jbc.M113.466326. Epub 2013 Nov 19.,Lai WS,J Biol Chem,2014,2013-11-21,PMC3879578,,10.1074/jbc.M113.466326
24239840,Targeted sequencing in candidate genes for atrial fibrillation: the Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Targeted Sequencing Study,"Lin H, Sinner MF, Brody JA, Arking DE, Lunetta KL, Rienstra M, Lubitz SA, Magnani JW, Sotoodehnia N, McKnight B, McManus DD, Boerwinkle E, Psaty BM, Rotter JI, Bis JC, Gibbs RA, Muzny D, Kovar CL, Morrison AC, Gupta M, Folsom AR, Kääb S, Heckbert SR, Alonso A, Ellinor PT, Benjamin EJ; CHARGE Atrial Fibrillation Working Group.",Heart Rhythm. 2014 Mar;11(3):452-7. doi: 10.1016/j.hrthm.2013.11.012. Epub 2013 Nov 14.,Lin H,Heart Rhythm,2014,2013-11-19,PMC3943920,NIHMS542460,10.1016/j.hrthm.2013.11.012
24092820,Characterizing the genetic basis of transcriptome diversity through RNA-sequencing of 922 individuals,"Battle A, Mostafavi S, Zhu X, Potash JB, Weissman MM, McCormick C, Haudenschild CD, Beckman KB, Shi J, Mei R, Urban AE, Montgomery SB, Levinson DF, Koller D.",Genome Res. 2014 Jan;24(1):14-24. doi: 10.1101/gr.155192.113. Epub 2013 Oct 3.,Battle A,Genome Res,2014,2013-10-05,PMC3875855,,10.1101/gr.155192.113
24068705,Large-scale hypomethylated blocks associated with Epstein-Barr virus-induced B-cell immortalization,"Hansen KD, Sabunciyan S, Langmead B, Nagy N, Curley R, Klein G, Klein E, Salamon D, Feinberg AP.",Genome Res. 2014 Feb;24(2):177-84. doi: 10.1101/gr.157743.113. Epub 2013 Sep 25.,Hansen KD,Genome Res,2014,2013-09-27,PMC3912409,,10.1101/gr.157743.113
23861010,Robust k-mer frequency estimation using gapped k-mers,"Ghandi M, Mohammad-Noori M, Beer MA.",J Math Biol. 2014 Aug;69(2):469-500. doi: 10.1007/s00285-013-0705-3. Epub 2013 Jul 17.,Ghandi M,J Math Biol,2014,2013-07-18,PMC3895138,NIHMS506740,10.1007/s00285-013-0705-3
24341889,RNA-Seq optimization with eQTL gold standards,"Ellis SE, Gupta S, Ashar FN, Bader JS, West AB, Arking DE.",BMC Genomics. 2013 Dec 17;14:892. doi: 10.1186/1471-2164-14-892.,Ellis SE,BMC Genomics,2013,2013-12-18,PMC3890578,,10.1186/1471-2164-14-892
24379823,On multi-marker tests for association in case-control studies,"Taub MA, Schwender HR, Younkin SG, Louis TA, Ruczinski I.",Front Genet. 2013 Dec 16;4:252. doi: 10.3389/fgene.2013.00252. eCollection 2013.,Taub MA,Front Genet,2013,2014-01-01,PMC3863805,,10.3389/fgene.2013.00252
24330332,Gene set bagging for estimating the probability a statistically significant result will replicate,"Jaffe AE, Storey JD, Ji H, Leek JT.",BMC Bioinformatics. 2013 Dec 12;14:360. doi: 10.1186/1471-2105-14-360.,Jaffe AE,BMC Bioinformatics,2013,2013-12-17,PMC3890500,,10.1186/1471-2105-14-360
24701342,illuminaio: An open source IDAT parsing tool for Illumina microarrays,"Smith ML, Baggerly KA, Bengtsson H, Ritchie ME, Hansen KD.",F1000Res. 2013 Dec 4;2:264. doi: 10.12688/f1000research.2-264.v1. eCollection 2013.,Smith ML,F1000Res,2013,2014-04-05,PMC3968891,,10.12688/f1000research.2-264.v1
24551396,Developing predictive models using electronic medical records: challenges and pitfalls,"Paxton C, Niculescu-Mizil A, Saria S.",AMIA Annu Symp Proc. 2013 Nov 16;2013:1109-15. eCollection 2013.,Paxton C,AMIA Annu Symp Proc,2013,2014-02-20,PMC3900132,,
24218469,Longitudinal validation of a tool for asthma self-monitoring,"Nkoy FL, Stone BL, Fassl BA, Uchida DA, Koopmeiners K, Halbern S, Kim EH, Wilcox A, Ying J, Greene TH, Mosen DM, Schatz MN, Maloney CG.",Pediatrics. 2013 Dec;132(6):e1554-61. doi: 10.1542/peds.2013-1389. Epub 2013 Nov 11.,Nkoy FL,Pediatrics,2013,2013-11-13,PMC4074668,,10.1542/peds.2013-1389
24223977,Early detection of poor adherers to statins: applying individualized surveillance to pay for performance,"Zimolzak AJ, Spettell CM, Fernandes J, Fusaro VA, Palmer NP, Saria S, Kohane IS, Jonikas MA, Mandl KD.",PLoS One. 2013 Nov 4;8(11):e79611. doi: 10.1371/journal.pone.0079611. eCollection 2013.,Zimolzak AJ,PLoS One,2013,2013-11-14,PMC3817130,,10.1371/journal.pone.0079611
24185509,"Exome sequencing identifies frequent inactivating mutations in BAP1, ARID1A and PBRM1 in intrahepatic cholangiocarcinomas","Jiao Y, Pawlik TM, Anders RA, Selaru FM, Streppel MM, Lucas DJ, Niknafs N, Guthrie VB, Maitra A, Argani P, Offerhaus GJA, Roa JC, Roberts LR, Gores GJ, Popescu I, Alexandrescu ST, Dima S, Fassan M, Simbolo M, Mafficini A, Capelli P, Lawlor RT, Ruzzenente A, Guglielmi A, Tortora G, de Braud F, Scarpa A, Jarnagin W, Klimstra D, Karchin R, Velculescu VE, Hruban RH, Vogelstein B, Kinzler KW, Papadopoulos N, Wood LD.",Nat Genet. 2013 Dec;45(12):1470-1473. doi: 10.1038/ng.2813. Epub 2013 Nov 3.,Jiao Y,Nat Genet,2013,2013-11-05,PMC4013720,NIHMS546001,10.1038/ng.2813
24076756,Prognostic factors associated with decreased survival in patients with acinic cell carcinoma,"Neskey DM, Klein JD, Hicks S, Garden AS, Bell DM, El-Naggar AK, Kies MS, Weber RS, Kupferman ME.",JAMA Otolaryngol Head Neck Surg. 2013 Nov;139(11):1195-202. doi: 10.1001/jamaoto.2013.4728.,Neskey DM,JAMA Otolaryngol Head Neck Surg,2013,2013-10-01,PMC5555308,NIHMS890908,10.1001/jamaoto.2013.4728
24194836,"Cultivation and complete genome sequencing of Gloeobacter kilaueensis sp. nov., from a lava cave in Kīlauea Caldera, Hawai'i","Saw JH, Schatz M, Brown MV, Kunkel DD, Foster JS, Shick H, Christensen S, Hou S, Wan X, Donachie SP.",PLoS One. 2013 Oct 23;8(10):e76376. doi: 10.1371/journal.pone.0076376. eCollection 2013.,Saw JH,PLoS One,2013,2013-11-07,PMC3806779,,10.1371/journal.pone.0076376
24147096,Defining the contribution of CNTNAP2 to autism susceptibility,"Sampath S, Bhat S, Gupta S, O'Connor A, West AB, Arking DE, Chakravarti A.",PLoS One. 2013 Oct 17;8(10):e77906. doi: 10.1371/journal.pone.0077906. eCollection 2013.,Sampath S,PLoS One,2013,2013-10-23,PMC3798378,,10.1371/journal.pone.0077906
24130677,The housekeeping gene hypoxanthine guanine phosphoribosyltransferase (HPRT) regulates multiple developmental and metabolic pathways of murine embryonic stem cell neuronal differentiation,"Kang TH, Park Y, Bader JS, Friedmann T.",PLoS One. 2013 Oct 9;8(10):e74967. doi: 10.1371/journal.pone.0074967. eCollection 2013.,Kang TH,PLoS One,2013,2013-10-17,PMC3794013,,10.1371/journal.pone.0074967
